File Path,Status,Backup Size (bytes),Backup Lines,Current Size (bytes),Current Lines,Size Diff (bytes),Lines Diff,Size Change %,Backup Path,Current Path
features\apps\chat\Chat.tsx.old,Only in Current,0,0,1680,52,1680,52,100%,,Z:\front-end\src\features\apps\chat\Chat.tsx.old
features\apps\image-ai\ImageAI.tsx,Only in Current,0,0,873,34,873,34,100%,,Z:\front-end\src\features\apps\image-ai\ImageAI.tsx
features\church\apps\church-management\ChurchSetupWizard.tsx.backup,Only in Current,0,0,47249,1407,47249,1407,100%,,Z:\front-end\src\features\church\apps\church-management\ChurchSetupWizard.tsx.backup
features\church\ChurchManagement\ChurchManagement.tsx.bak,Only in Current,0,0,5244,173,5244,173,100%,,Z:\front-end\src\features\church\ChurchManagement\ChurchManagement.tsx.bak
features\church\FieldMapperPage.tsx.backup,Only in Current,0,0,20448,562,20448,562,100%,,Z:\front-end\src\features\church\FieldMapperPage.tsx.backup
features\church\RecordHeaderBanner.tsx,Only in Current,0,0,18051,499,18051,499,100%,,Z:\front-end\src\features\church\RecordHeaderBanner.tsx
features\church\RecordHeaderPreview.tsx,Only in Current,0,0,35404,858,35404,858,100%,,Z:\front-end\src\features\church\RecordHeaderPreview.tsx
features\devel-tools\build-info\BuildInfoPage.tsx,Only in Current,0,0,4532,139,4532,139,100%,,Z:\front-end\src\features\devel-tools\build-info\BuildInfoPage.tsx
features\devel-tools\church-landing-page\ChurchDashboard.tsx,Only in Current,0,0,22557,653,22557,653,100%,,Z:\front-end\src\features\devel-tools\church-landing-page\ChurchDashboard.tsx
features\devel-tools\contactbar\QuickContactSidebar.tsx,Only in Current,0,0,15733,503,15733,503,100%,,Z:\front-end\src\features\devel-tools\contactbar\QuickContactSidebar.tsx
features\devel-tools\git-operations\GitOperations.tsx,Only in Current,0,0,10318,330,10318,330,100%,,Z:\front-end\src\features\devel-tools\git-operations\GitOperations.tsx
features\devel-tools\interactive-reports\InteractiveReportJobsPage.tsx,Only in Current,0,0,20341,597,20341,597,100%,,Z:\front-end\src\features\devel-tools\interactive-reports\InteractiveReportJobsPage.tsx
features\devel-tools\live-table-builder\components\EditableHeader.tsx,Only in Current,0,0,3136,114,3136,114,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\components\EditableHeader.tsx
features\devel-tools\live-table-builder\components\LiveTableBuilder.tsx,Only in Current,0,0,19983,590,19983,590,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\components\LiveTableBuilder.tsx
features\devel-tools\live-table-builder\LiveTableBuilderPage.tsx,Only in Current,0,0,55253,1511,55253,1511,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\LiveTableBuilderPage.tsx
features\devel-tools\live-table-builder\types.ts,Only in Current,0,0,390,23,390,23,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\types.ts
features\devel-tools\live-table-builder\utils\clipboard.ts,Only in Current,0,0,3253,117,3253,117,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\utils\clipboard.ts
features\devel-tools\live-table-builder\utils\csvExport.ts,Only in Current,0,0,1989,70,1989,70,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\utils\csvExport.ts
features\devel-tools\live-table-builder\utils\csvImport.ts,Only in Current,0,0,2565,82,2565,82,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\utils\csvImport.ts
features\devel-tools\live-table-builder\utils\history.ts,Only in Current,0,0,1913,85,1913,85,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\utils\history.ts
features\devel-tools\live-table-builder\utils\normalize.ts,Only in Current,0,0,4680,152,4680,152,100%,,Z:\front-end\src\features\devel-tools\live-table-builder\utils\normalize.ts
features\devel-tools\om-build-console\BuildConsole.tsx,Only in Current,0,0,64599,1602,64599,1602,100%,,Z:\front-end\src\features\devel-tools\om-build-console\BuildConsole.tsx
features\devel-tools\om-church-wizard\ChurchSetupWizard.tsx,Only in Current,0,0,47886,1420,47886,1420,100%,,Z:\front-end\src\features\devel-tools\om-church-wizard\ChurchSetupWizard.tsx
features\devel-tools\om-gallery\Gallery.tsx,Only in Current,0,0,107672,2875,107672,2875,100%,,Z:\front-end\src\features\devel-tools\om-gallery\Gallery.tsx
features\devel-tools\om-gallery\index.ts,Only in Current,0,0,51,2,51,2,100%,,Z:\front-end\src\features\devel-tools\om-gallery\index.ts
features\devel-tools\om-magic-image\avatar\1.png,Only in Current,0,0,1054630,7703,1054630,7703,100%,,Z:\front-end\src\features\devel-tools\om-magic-image\avatar\1.png
features\devel-tools\om-magic-image\om-magic-image.tsx,Only in Current,0,0,27053,745,27053,745,100%,,Z:\front-end\src\features\devel-tools\om-magic-image\om-magic-image.tsx
features\devel-tools\om-ocr\CHANGES_SUMMARY.md,Only in Current,0,0,5580,159,5580,159,100%,,Z:\front-end\src\features\devel-tools\om-ocr\CHANGES_SUMMARY.md
features\devel-tools\om-ocr\components\EditableBBox.tsx,Only in Current,0,0,14765,449,14765,449,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\EditableBBox.tsx
features\devel-tools\om-ocr\components\EntryEditorDialog.tsx,Only in Current,0,0,6235,214,6235,214,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\EntryEditorDialog.tsx
features\devel-tools\om-ocr\components\FusionOverlay.tsx,Only in Current,0,0,15891,446,15891,446,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\FusionOverlay.tsx
features\devel-tools\om-ocr\components\FusionTab.tsx,Only in Current,0,0,109020,2817,109020,2817,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\FusionTab.tsx
features\devel-tools\om-ocr\components\index.ts,Only in Current,0,0,711,10,711,10,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\index.ts
features\devel-tools\om-ocr\components\InspectionPanel.tsx,Only in Current,0,0,39392,1048,39392,1048,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\InspectionPanel.tsx
features\devel-tools\om-ocr\components\MappingTab.tsx,Only in Current,0,0,29309,799,29309,799,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\MappingTab.tsx
features\devel-tools\om-ocr\components\OcrSetupGate.tsx,Only in Current,0,0,2744,84,2744,84,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\OcrSetupGate.tsx
features\devel-tools\om-ocr\components\ProcessedImagesTable.tsx,Only in Current,0,0,29291,773,29291,773,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\ProcessedImagesTable.tsx
features\devel-tools\om-ocr\components\RecordSchemaInfoPopover.tsx,Only in Current,0,0,4304,147,4304,147,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\RecordSchemaInfoPopover.tsx
features\devel-tools\om-ocr\components\ReviewFinalizeTab.tsx,Only in Current,0,0,26733,679,26733,679,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\ReviewFinalizeTab.tsx
features\devel-tools\om-ocr\components\TranscriptionPanel.tsx,Only in Current,0,0,5421,189,5421,189,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\TranscriptionPanel.tsx
features\devel-tools\om-ocr\components\workbench\OcrWorkbench.tsx,Only in Current,0,0,13604,352,13604,352,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\workbench\OcrWorkbench.tsx
features\devel-tools\om-ocr\components\workbench\steps\AnchorLabelsStep.tsx,Only in Current,0,0,1336,49,1336,49,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\workbench\steps\AnchorLabelsStep.tsx
features\devel-tools\om-ocr\components\workbench\steps\DetectEntriesStep.tsx,Only in Current,0,0,8450,238,8450,238,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\workbench\steps\DetectEntriesStep.tsx
features\devel-tools\om-ocr\components\workbench\steps\MapFieldsStep.tsx,Only in Current,0,0,1741,56,1741,56,100%,,Z:\front-end\src\features\devel-tools\om-ocr\components\workbench\steps\MapFieldsStep.tsx
